name,rssd_id,city,state,county,region
"NATIVE AMERICAN BANK, NATIONAL ASSOCIATION",664653,DENVER,CO,DENVER,West
FARMERS STATE BANK OF CALHAN,956956,CALHAN,CO,EL PASO,West
FIRST AMERICAN STATE BANK,2317672,GREENWOOD VILLAGE,CO,ARAPAHOE,West
SAN LUIS VALLEY FEDERAL BANK,945071,ALAMOSA,CO,ALAMOSA,West
ALPINE BANK,260055,GLENWOOD SPRINGS,CO,GARFIELD,West
"DOLORES STATE BANK, THE",63050,DOLORES,CO,MONTEZUMA,West
FIRSTBANK,288853,LAKEWOOD,CO,JEFFERSON,West
"TRANSACT BANK, NATIONAL ASSOCIATION",403254,DENVER,CO,DENVER,West
ANB BANK,828651,DENVER,CO,DENVER,West
"CITIZENS STATE BANK OF OURAY, THE",98351,OURAY,CO,OURAY,West
NBH BANK,4210227,GREENWOOD VILLAGE,CO,ARAPAHOE,West
COMMUNITY STATE BANK,3617856,LAMAR,CO,PROWERS,West
HTLF BANK,3465226,DENVER,CO,DENVER,West
STOCKMENS BANK,982553,COLORADO SPRINGS,CO,EL PASO,West
FIRST NATIONAL BANK OF HUGO,276551,HUGO,CO,LINCOLN,West
BANK OF COLORADO,255659,FORT COLLINS,CO,LARIMER,West
"PUEBLO BANK AND TRUST COMPANY, THE",106452,PUEBLO,CO,PUEBLO,West
ROCKY MOUNTAIN BANK AND TRUST,249658,FLORENCE,CO,FREMONT,West
"EASTERN COLORADO BANK, THE",775054,CHEYENNE WELLS,CO,CHEYENNE,West
GUNNISON SAVINGS AND LOAN ASSOCIATION,388874,GUNNISON,CO,GUNNISON,West
BANK OF ESTES PARK,550354,ESTES PARK,CO,LARIMER,West
CENTURY SAVINGS AND LOAN ASSOCIATION,401072,TRINIDAD,CO,LAS ANIMAS,West
AMG NATIONAL TRUST BANK,3015939,BOULDER,CO,BOULDER,West
FOWLER STATE BANK,433859,FOWLER,CO,OTERO,West
POINTS WEST COMMUNITY BANK,444556,WINDSOR,CO,WELD,West
SOLERA NATIONAL BANK,3397233,LAKEWOOD,CO,JEFFERSON,West
MOUNTAIN VALLEY BANK,475653,WALDEN,CO,JACKSON,West
FIRST NATIONAL BANK COLORADO,513256,LAS ANIMAS,CO,BENT,West
FRONTIER BANK,191355,LAMAR,CO,PROWERS,West
ALAMOSA STATE BANK,869953,ALAMOSA,CO,ALAMOSA,West
PARK STATE BANK & TRUST,480059,WOODLAND PARK,CO,TELLER,West
PIKES PEAK NATIONAL BANK,643658,COLORADO SPRINGS,CO,EL PASO,West
MOUNTAIN VIEW BANK OF COMMERCE,3636259,WESTMINSTER,CO,ADAMS,West
"FIRST NATIONAL BANK, CORTEZ",968155,CORTEZ,CO,MONTEZUMA,West
"GUNNISON BANK AND TRUST COMPANY, THE",502559,GUNNISON,CO,GUNNISON,West
"FIRST NATIONAL BANK OF FLEMING, THE",306056,FLEMING,CO,LOGAN,West
NORTH VALLEY BANK,350750,THORNTON,CO,ADAMS,West
HIGH COUNTRY BANK,479370,SALIDA,CO,CHAFFEE,West
"STATE BANK, THE",387055,LA JUNTA,CO,OTERO,West
"RG BANK, A SAVINGS AND LOAN ASSOCIATION",256076,MONTE VISTA,CO,RIO GRANDE,West
FIRST NATIONAL BANK IN TRINIDAD,474058,TRINIDAD,CO,LAS ANIMAS,West
FIRST COLORADO NATIONAL BANK,587752,PAONIA,CO,DELTA,West
"PATRIOT BANK, NATIONAL ASSOCIATION",2236821,STAMFORD,CT,FAIRFIELD,Northeast
BANKWELL BANK,3109043,NEW CANAAN,CT,FAIRFIELD,Northeast
NEW HAVEN BANK,3843392,NEW HAVEN,CT,NEW HAVEN,Northeast
"WEBSTER BANK, NATIONAL ASSOCIATION",761806,STAMFORD,CT,FAIRFIELD,Northeast
NEWTOWN SAVINGS BANK,507509,NEWTOWN,CT,FAIRFIELD,Northeast
"SAVINGS BANK OF DANBURY, THE",626101,DANBURY,CT,FAIRFIELD,Northeast
"GUILFORD SAVINGS BANK, THE",831008,GUILFORD,CT,NEW HAVEN,Northeast
LIBERTY BANK,587800,MIDDLETOWN,CT,MIDDLESEX,Northeast
FIELDPOINT PRIVATE BANK & TRUST,3664588,GREENWICH,CT,FAIRFIELD,Northeast
WINDSOR FEDERAL BANK,92676,WINDSOR,CT,HARTFORD,Northeast
DR BANK,3428258,DARIEN,CT,FAIRFIELD,Northeast
"NATIONAL IRON BANK, THE",1008209,SALISBURY,CT,LITCHFIELD,Northeast
THOMASTON SAVINGS BANK,120609,THOMASTON,CT,LITCHFIELD,Northeast
"CONNECTICUT COMMUNITY BANK, NATIONAL ASSOCIATION",2756909,NORWALK,CT,FAIRFIELD,Northeast
ESSEX SAVINGS BANK,961400,ESSEX,CT,MIDDLESEX,Northeast
CHELSEA GROTON BANK,345309,GROTON,CT,NEW LONDON,Northeast
FIRST COUNTY BANK,958204,STAMFORD,CT,FAIRFIELD,Northeast
"MASSMUTUAL TRUST COMPANY, FSB, THE",2881445,WINDSOR,CT,HARTFORD,Northeast
FAIRFIELD COUNTY BANK,882701,RIDGEFIELD,CT,FAIRFIELD,Northeast
MILFORD BANK THE,258306,MILFORD,CT,NEW HAVEN,Northeast
ION BANK,407506,NAUGATUCK,CT,NEW HAVEN,Northeast
DIME BANK,311603,NORWICH,CT,NEW LONDON,Northeast
EASTERN CONNECTICUT SAVINGS BANK,939070,NORWICH,CT,NEW LONDON,Northeast
"TORRINGTON SAVINGS BANK, THE",65205,TORRINGTON,CT,LITCHFIELD,Northeast
STAFFORD SAVINGS BANK,113003,STAFFORD SPRINGS,CT,TOLLAND,Northeast
UNION SAVINGS BANK,443205,DANBURY,CT,FAIRFIELD,Northeast
JEWETT CITY SAVINGS BANK,820301,JEWETT CITY,CT,NEW LONDON,Northeast
"FIRST BANK OF GREENWICH, THE",3466988,COS COB,CT,FAIRFIELD,Northeast
NORTHWEST COMMUNITY BANK,545604,WINSTED,CT,LITCHFIELD,Northeast
INDUSTRIAL BANK,536527,WASHINGTON,DC,DISTRICT OF COLUMBIA,South
"CITY FIRST BANK, NATIONAL ASSOCIATION",2697963,WASHINGTON,DC,DISTRICT OF COLUMBIA,South
FOUNDERS BANK,5398355,WASHINGTON,DC,DISTRICT OF COLUMBIA,South
"NATIONAL CAPITAL BANK OF WASHINGTON, THE",791821,WASHINGTON,DC,DISTRICT OF COLUMBIA,South
BARCLAYS BANK DELAWARE,2980209,WILMINGTON,DE,NEW CASTLE,South
"EVERCORE TRUST COMPANY, NATIONAL ASSOCIATION",3939240,WILMINGTON,DE,NEW CASTLE,South
"TD BANK USA, NATIONAL ASSOCIATION",2121196,WILMINGTON,DE,NEW CASTLE,South
"TD BANK, N.A.",497404,WILMINGTON,DE,NEW CASTLE,South
"WILMINGTON SAVINGS FUND SOCIETY, FSB",437914,WILMINGTON,DE,NEW CASTLE,South
BNY MELLON TRUST OF DELAWARE,488318,WILMINGTON,DE,NEW CASTLE,South
"WILMINGTON TRUST, NATIONAL ASSOCIATION",2265456,WILMINGTON,DE,NEW CASTLE,South
"SANTANDER BANK, NATIONAL ASSOCIATION",722777,WILMINGTON,DE,NEW CASTLE,South
"PNC BANK, NATIONAL ASSOCIATION",817824,WILMINGTON,DE,NEW CASTLE,South
"BROWN BROTHERS HARRIMAN TRUST COMPANY OF DELAWARE, NA",4032791,WILMINGTON,DE,NEW CASTLE,South
U.S. BANK TRUST NATIONAL ASSOCIATION,2916963,WILMINGTON,DE,NEW CASTLE,South
"STIFEL TRUST COMPANY DELAWARE, NATIONAL ASSOCIATION",4125778,GREENVILLE,DE,NEW CASTLE,South
DEUTSCHE BANK TRUST COMPANY DELAWARE,304913,NEWARK,DE,NEW CASTLE,South
"WELLS FARGO DELAWARE TRUST COMPANY, NATIONAL ASSOCIATION",2531991,WILMINGTON,DE,NEW CASTLE,South
ARTISANS' BANK,73116,WILMINGTON,DE,NEW CASTLE,South
APPLIED BANK,2467670,WILMINGTON,DE,NEW CASTLE,South
"GOLDMAN SACHS TRUST COMPANY, NATIONAL ASSOCIATION, THE",3066025,WILMINGTON,DE,NEW CASTLE,South
COMMUNITY BANK DELAWARE,3446784,LEWES,DE,SUSSEX,South
KEY NATIONAL TRUST COMPANY OF DELAWARE,4368351,WILMINGTON,DE,NEW CASTLE,South
DISCOVER BANK,30810,GREENWOOD,DE,SUSSEX,South
ADP TRUST COMPANY NATIONAL ASSOCIATION,5397639,WILMINGTON,DE,NEW CASTLE,South
"CITICORP TRUST DELAWARE, NATIONAL ASSOCIATION",449038,GREENVILLE,DE,NEW CASTLE,South
"HSBC TRUST COMPANY (DELAWARE), NATIONAL ASSOCIATION",3357620,WILMINGTON,DE,NEW CASTLE,South
NEUBERGER BERMAN TRUST COMPANY OF DELAWARE NATIONAL ASSOCIATION,4146830,WILMINGTON,DE,NEW CASTLE,South
COUNTY BANK,1459735,REHOBOTH BEACH,DE,SUSSEX,South
"BESSEMER TRUST COMPANY OF DELAWARE, NATIONAL ASSOCIATION",3310287,WILMINGTON,DE,NEW CASTLE,South
COMENITY BANK,1391778,WILMINGTON,DE,NEW CASTLE,South
BANESCO USA,3402913,MIAMI,FL,MIAMI-DADE,South
"INTERAMERICAN BANK, A FEDERAL SAVINGS BANK",221775,MIAMI,FL,MIAMI-DADE,South
FIRST STATE BANK OF THE FLORIDA KEYS,191935,KEY WEST,FL,MONROE,South
CITY NATIONAL BANK OF FLORIDA,814430,MIAMI,FL,MIAMI-DADE,South
OCEAN BANK,663834,MIAMI,FL,MIAMI-DADE,South
OPTIMUMBANK,2953418,FORT LAUDERDALE,FL,BROWARD,South
FIRST NATIONAL BANK OF PASCO,82033,DADE CITY,FL,PASCO,South
GROVE BANK & TRUST,648130,MIAMI,FL,MIAMI-DADE,South
BANK OF CENTRAL FLORIDA,3588312,LAKELAND,FL,POLK,South
PARADISE BANK,3368635,BOCA RATON,FL,PALM BEACH,South
CAPITAL CITY BANK,876634,TALLAHASSEE,FL,LEON,South
PACIFIC NATIONAL BANK,577137,MIAMI,FL,MIAMI-DADE,South
"AMERANT BANK, NATIONAL ASSOCIATION",83638,CORAL GABLES,FL,MIAMI-DADE,South
GULF ATLANTIC BANK,5475452,KEY WEST,FL,MONROE,South
"CHILTON TRUST COMPANY, NATIONAL ASSOCIATION",4397164,PALM BEACH,FL,PALM BEACH,South
"BANKUNITED, NATIONAL ASSOCIATION",3938186,MIAMI LAKES,FL,MIAMI-DADE,South
PNB COMMUNITY BANK,483537,NICEVILLE,FL,OKALOOSA,South
INTRACOASTAL BANK,3786435,PALM COAST,FL,FLAGLER,South
CYPRESS BANK & TRUST,2873598,MELBOURNE,FL,BREVARD,South
"INTERCREDIT BANK, NATIONAL ASSOCIATION",44433,CORAL GABLES,FL,MIAMI-DADE,South
PRIME MERIDIAN BANK,3690701,TALLAHASSEE,FL,LEON,South
"EVERBANK, NATIONAL ASSOCIATION",2735146,JACKSONVILLE,FL,DUVAL,South
BRADESCO BANK,725732,CORAL GABLES,FL,MIAMI-DADE,South
COGENT BANK,2847142,ORLANDO,FL,ORANGE,South
SEACOAST NATIONAL BANK,34537,STUART,FL,MARTIN,South
CITIZENS BANK AND TRUST,701839,FROSTPROOF,FL,POLK,South
"NEWTEK BANK, NATIONAL ASSOCIATION",502111,MIAMI,FL,MIAMI-DADE,South
BANK OF BELLE GLADE,302030,BELLE GLADE,FL,PALM BEACH,South
FIRST COLONY BANK OF FLORIDA,3688548,MAITLAND,FL,ORANGE,South
"SOUTHSTATE BANK, N.A.",1929247,WINTER HAVEN,FL,POLK,South
MADISON COUNTY COMMUNITY BANK,2805928,MADISON,FL,MADISON,South
"RAYMOND JAMES TRUST, NATIONAL ASSOCIATION",2163477,SAINT PETERSBURG,FL,PINELLAS,South
"AXIOM BANK, NATIONAL ASSOCIATION",408875,MAITLAND,FL,ORANGE,South
CENTURY BANK OF FLORIDA,2939001,TAMPA,FL,HILLSBOROUGH,South
PEOPLES BANK OF GRACEVILLE,717232,GRACEVILLE,FL,JACKSON,South
BAYFIRST NATIONAL BANK,2771694,SAINT PETERSBURG,FL,PINELLAS,South
ONE FLORIDA BANK,3807880,ORLANDO,FL,ORANGE,South
"NATBANK, NATIONAL ASSOCIATION",2233875,HOLLYWOOD,FL,BROWARD,South
RAYMOND JAMES BANK,2193616,SAINT PETERSBURG,FL,PINELLAS,South
BANCO DO BRASIL AMERICAS,110936,MIAMI,FL,MIAMI-DADE,South
EMIGRANT BANK,137915,MIAMI,FL,MIAMI-DADE,South
"TERRABANK, NATIONAL ASSOCIATION",238737,MIAMI,FL,MIAMI-DADE,South
CENTRAL BANK,3468450,TAMPA,FL,HILLSBOROUGH,South
"FLORIDA CAPITAL BANK, N.A.",188430,JACKSONVILLE,FL,DUVAL,South
DLP BANK,853934,STARKE,FL,BRADFORD,South
U.S. CENTURY BANK,3146150,MIAMI,FL,MIAMI-DADE,South
GULF COAST BUSINESS BANK,5724226,FORT MYERS,FL,LEE,South
WATERFALL BANK,5650923,CLEARWATER,FL,PINELLAS,South
FINEMARK NATIONAL BANK & TRUST,3547131,FORT MYERS,FL,LEE,South
FIRST NATIONAL BANK OF WAUCHULA,89135,WAUCHULA,FL,HARDEE,South
"WARRINGTON BANK, THE",199137,PENSACOLA,FL,ESCAMBIA,South
EASTERN NATIONAL BANK,171133,MIAMI,FL,MIAMI-DADE,South
HEARTLAND NATIONAL BANK,2800491,SEBRING,FL,HIGHLANDS,South
"DESJARDINS BANK, NATIONAL ASSOCIATION",1940747,HALLANDALE,FL,BROWARD,South
"TCM BANK, NATIONAL ASSOCIATION",2687487,TAMPA,FL,HILLSBOROUGH,South
"FIRST NATIONAL BANK OF MOUNT DORA, THE",61832,MOUNT DORA,FL,LAKE,South
FLAGSHIP BANK,3404999,CLEARWATER,FL,PINELLAS,South
CITIZENS FIRST BANK,1867983,THE VILLAGES,FL,SUMTER,South
SUNRISE BANK,3370133,ORLANDO,FL,ORANGE,South
SURETY BANK,374774,DELAND,FL,VOLUSIA,South
UNITED SOUTHERN BANK,327435,UMATILLA,FL,LAKE,South
SUNSTATE BANK,2791085,MIAMI,FL,MIAMI-DADE,South
MAINSTREET COMMUNITY BANK OF FLORIDA,3217957,DELAND,FL,VOLUSIA,South
INTERNATIONAL FINANCE BANK,867632,MIAMI,FL,MIAMI-DADE,South
FIRST FEDERAL BANK,384278,LAKE CITY,FL,COLUMBIA,South
COMMUNITY BANK OF THE SOUTH,2860039,MERRITT ISLAND,FL,BREVARD,South
"BANK OF TAMPA, THE",273336,TAMPA,FL,HILLSBOROUGH,South
HELM BANK USA,1414819,MIAMI,FL,MIAMI-DADE,South
MARINE BANK & TRUST COMPANY,2587916,VERO BEACH,FL,INDIAN RIVER,South
CLIMATE FIRST BANK,5592340,SAINT PETERSBURG,FL,PINELLAS,South
COMMERCE BANK & TRUST,3148613,WINTER PARK,FL,ORANGE,South
EDISON NATIONAL BANK,2594419,FORT MYERS,FL,LEE,South
FNBT BANK,697231,FORT WALTON BEACH,FL,OKALOOSA,South
CANANDAIGUA NATIONAL TRUST COMPANY OF FLORIDA,3952904,SARASOTA,FL,SARASOTA,South
AMERICAN NATIONAL BANK,481430,OAKLAND PARK,FL,BROWARD,South
LOCALITY BANK,5673191,FORT LAUDERDALE,FL,BROWARD,South
BRANNEN BANK,760331,INVERNESS,FL,CITRUS,South
MEMBERS TRUST COMPANY,3219269,TAMPA,FL,HILLSBOROUGH,South
BANKFLORIDA,3629484,DADE CITY,FL,PASCO,South
CREWS BANK & TRUST,200435,WAUCHULA,FL,HARDEE,South
EVERMORE BANK,5692473,FORT LAUDERDALE,FL,BROWARD,South
LAFAYETTE STATE BANK,535931,MAYO,FL,LAFAYETTE,South
WINTER PARK NATIONAL BANK,5143788,WINTER PARK,FL,ORANGE,South
GULFSIDE BANK,5303724,SARASOTA,FL,SARASOTA,South
SANIBEL CAPTIVA COMMUNITY BANK,3122994,SANIBEL,FL,LEE,South
FIRST BANK,131436,CLEWISTON,FL,HENDRY,South
ANCHOR BANK,3342671,PALM BEACH GARDENS,FL,PALM BEACH,South
BANK OF PENSACOLA,581237,PENSACOLA,FL,ESCAMBIA,South
FIRST NATIONAL BANK NORTHWEST FLORIDA,216230,PANAMA CITY,FL,BAY,South
FIRST NATIONAL BANK OF GRIFFIN,563233,GRIFFIN,GA,SPALDING,South
"PIEDMONT BANK, THE",3489035,PEACHTREE CORNERS,GA,GWINNETT,South
BANK OF HAZLEHURST,628039,HAZLEHURST,GA,JEFF DAVIS,South
WEST CENTRAL GEORGIA BANK,280138,THOMASTON,GA,UPSON,South
VIDALIA FEDERAL SAVINGS BANK,126375,VIDALIA,GA,TOOMBS,South
SUNMARK COMMUNITY BANK,100236,PERRY,GA,HOUSTON,South
BANK OF DAWSON,193537,DAWSON,GA,TERRELL,South
"MERCHANTS & CITIZENS BANK, THE",784430,MCRAE,GA,TELFAIR,South
PEOPLES BANK,715032,LYONS,GA,TOOMBS,South
"AMERICAN COMMERCE BANK, NATIONAL ASSOCIATION",3272956,BREMEN,GA,HARALSON,South
PEOPLESSOUTH BANK,518037,COLQUITT,GA,MILLER,South
CARVER STATE BANK,370833,SAVANNAH,GA,CHATHAM,South
PEOPLES BANK & TRUST,109136,BUFORD,GA,GWINNETT,South
EXCHANGE BANK,613839,MILLEDGEVILLE,GA,BALDWIN,South
FIRST NATIONAL BANK OF DECATUR COUNTY,3232370,BAINBRIDGE,GA,DECATUR,South
"GEO. D. WARTHEN BANK, THE",305237,SANDERSVILLE,GA,WASHINGTON,South
QUEENSBOROUGH NATIONAL BANK & TRUST COMPANY,960935,LOUISVILLE,GA,JEFFERSON,South
UNITED NATIONAL BANK,2914727,CAIRO,GA,GRADY,South
LOYAL TRUST BANK,5427684,JOHNS CREEK,GA,FULTON,South
COMMUNITY BANKING COMPANY OF FITZGERALD,553038,FITZGERALD,GA,BEN HILL,South
CITIZENS TRUST BANK,680130,ATLANTA,GA,FULTON,South
"RBC BANK (GEORGIA), NATIONAL ASSOCIATION",3783948,ATLANTA,GA,FULTON,South
PRIMESOUTH BANK,1011638,BLACKSHEAR,GA,PIERCE,South
CENTURY BANK & TRUST,944337,MILLEDGEVILLE,GA,BALDWIN,South
AB&T,2775151,ALBANY,GA,DOUGHERTY,South
COMMUNITY BANK & TRUST - WEST GEORGIA,761833,LAGRANGE,GA,TROUP,South
RABUN COUNTY BANK,514936,CLAYTON,GA,RABUN,South
ALTAMAHA BANK AND TRUST COMPANY,199436,VIDALIA,GA,TOOMBS,South
FIRST PORT CITY BANK,262237,BAINBRIDGE,GA,DECATUR,South
"PEOPLES BANK, THE",575133,WILLACOOCHEE,GA,ATKINSON,South
"BANK OF LAFAYETTE, THE",944739,LA FAYETTE,GA,WALKER,South
BANK OF CAMILLA,124830,CAMILLA,GA,MITCHELL,South
"FOUR COUNTY BANK, THE",7634,ALLENTOWN,GA,WILKINSON,South
FIRST CHATHAM BANK,3075474,SAVANNAH,GA,CHATHAM,South
SOUTH GEORGIA BANKING COMPANY,767732,OMEGA,GA,TIFT,South
PEACH STATE BANK & TRUST,3348468,GAINESVILLE,GA,HALL,South
AMERIS BANK,764030,ATLANTA,GA,FULTON,South
"FIRST CENTURY BANK, NATIONAL ASSOCIATION",2997748,COMMERCE,GA,JACKSON,South
FIRST NATIONAL BANK OF COFFEE COUNTY,1892154,DOUGLAS,GA,COFFEE,South
COMMUNITY BANK OF GEORGIA,3213333,BAXLEY,GA,APPLING,South
"FARMERS BANK, THE",11837,GREENSBORO,GA,GREENE,South
FARMERS & MERCHANTS BANK,64730,EATONTON,GA,PUTNAM,South
FIRST STATE BANK OF RANDOLPH COUNTY,140634,CUTHBERT,GA,RANDOLPH,South
FIRST SOUTHERN BANK,631039,WAYCROSS,GA,WARE,South
"PEOPLES BANK, THE",611031,EATONTON,GA,PUTNAM,South
"CITIZENS NATIONAL BANK OF QUITMAN, THE",774235,QUITMAN,GA,BROOKS,South
"CLAXTON BANK, THE",452739,CLAXTON,GA,EVANS,South
STATE BANK OF COCHRAN,333034,COCHRAN,GA,BLECKLEY,South
FIRST NATIONAL COMMUNITY BANK,450632,CHATSWORTH,GA,MURRAY,South
"DURDEN BANKING COMPANY, INCORPORATED",101439,TWIN CITY,GA,EMANUEL,South
GEORGIA BANKING COMPANY,3016347,ATLANTA,GA,FULTON,South
FIRST BANK OF COASTAL GEORGIA,823638,PEMBROKE,GA,BRYAN,South
"FIRST NATIONAL BANK OF WAYNESBORO, THE",31134,WAYNESBORO,GA,BURKE,South
SIGNATURE BANK OF GEORGIA,3390627,SANDY SPRINGS,GA,FULTON,South
SYNOVUS BANK,395238,COLUMBUS,GA,MUSCOGEE,South
"CITIZENS BANK OF COCHRAN, THE",278733,COCHRAN,GA,BLECKLEY,South
EMBASSY NATIONAL BANK,3482045,LAWRENCEVILLE,GA,GWINNETT,South
AMERICAN PRIDE BANK,3671997,MACON,GA,BIBB,South
ROCHELLE STATE BANK,649632,ROCHELLE,GA,WILCOX,South
APEX BANKING COMPANY OF GEORGIA,102333,IRWINTON,GA,WILKINSON,South
GUARDIAN BANK,2989006,VALDOSTA,GA,LOWNDES,South
PLANTERS AND CITIZENS BANK,132938,CAMILLA,GA,MITCHELL,South
MORRIS BANK,423739,DUBLIN,GA,LAURENS,South
F&M BANK,510330,WASHINGTON,GA,WILKES,South
FARMERS & MERCHANTS BANK,763930,LAKELAND,GA,LANIER,South
MAGNOLIA STATE BANK,204237,EASTMAN,GA,DODGE,South
"PEOPLES BANK OF GEORGIA, THE",272030,TALBOTTON,GA,TALBOT,South
F & M BANK AND TRUST COMPANY,937834,MANCHESTER,GA,MERIWETHER,South
CIBC NATIONAL TRUST COMPANY,975751,ATLANTA,GA,FULTON,South
COLONY BANK,491934,FITZGERALD,GA,BEN HILL,South
NORTHEAST GEORGIA BANK,888833,LAVONIA,GA,FRANKLIN,South
METRO CITY BANK,3437456,DORAVILLE,GA,DEKALB,South
CITIZENS COMMUNITY BANK,564838,HAHIRA,GA,LOWNDES,South
THOMASVILLE NATIONAL BANK,2344753,THOMASVILLE,GA,THOMAS,South
FLINT COMMUNITY BANK,3341393,ALBANY,GA,DOUGHERTY,South
"SYNOVUS TRUST COMPANY, NATIONAL ASSOCIATION",2262718,COLUMBUS,GA,MUSCOGEE,South
COMMERCIAL BANKING COMPANY,381932,VALDOSTA,GA,LOWNDES,South
FARMERS STATE BANK,773032,LINCOLNTON,GA,LINCOLN,South
BANK OF MONTICELLO,805335,MONTICELLO,GA,JASPER,South
BANKSOUTH,88231,GREENSBORO,GA,GREENE,South
WAYCROSS BANK & TRUST,1191352,WAYCROSS,GA,WARE,South
GLENNVILLE BANK,439132,GLENNVILLE,GA,TATTNALL,South
SOUTHEASTERN BANK,210238,DARIEN,GA,MCINTOSH,South
FARMERS STATE BANK,113030,DUBLIN,GA,LAURENS,South
"TRUST BANK, THE",894834,LENOX,GA,COOK,South
FIRST BANK OF PIKE,760939,MOLENA,GA,PIKE,South
CRAFT BANK,5472880,ATLANTA,GA,FULTON,South
FAMILY BANK,156970,PELHAM,GA,MITCHELL,South
NORTH GEORGIA NATIONAL BANK,2769954,CALHOUN,GA,GORDON,South
SOUTH GEORGIA BANK,995571,GLENNVILLE,GA,TATTNALL,South
GEORGIA PRIMARY BANK,3646397,ATLANTA,GA,FULTON,South
CLASSIC CITY BANK,5538937,ATHENS,GA,CLARKE,South
PROMISEONE BANK,3832127,DULUTH,GA,GWINNETT,South
"COMMERCIAL BANK, THE",469737,CRAWFORD,GA,OGLETHORPE,South
"AFFINITY BANK, NATIONAL ASSOCIATION",321273,COVINGTON,GA,NEWTON,South
FIRST PEOPLES BANK,1459799,PINE MOUNTAIN,GA,HARRIS,South
FIRST IC BANK,2877840,DORAVILLE,GA,DEKALB,South
TANDEM BANK,5401273,TUCKER,GA,DEKALB,South
PINELAND BANK,6039,ALMA,GA,BACON,South
RIVER CITY BANK,3445901,ROME,GA,FLOYD,South
BANK OF DADE,441630,TRENTON,GA,DADE,South
FIRST FEDERAL SAVINGS & LOAN ASSOCIATION OF VALDOSTA,828174,VALDOSTA,GA,LOWNDES,South
UNITED BANK,37435,ZEBULON,GA,PIKE,South
BARWICK BANKING COMPANY,1007734,BARWICK,GA,BROOKS,South
TOUCHMARK NATIONAL BANK,3645840,ALPHARETTA,GA,FULTON,South
"CITIZENS BANK OF GEORGIA, THE",2505451,CUMMING,GA,FORSYTH,South
TC FEDERAL BANK,67870,THOMASVILLE,GA,THOMAS,South
CITIZENS BANK OF AMERICUS,19936,AMERICUS,GA,SUMTER,South
COMMUNITY BANK OF PICKENS COUNTY,2943615,JASPER,GA,PICKENS,South
FIRST STATE BANK OF BLAKELY,5135,BLAKELY,GA,EARLY,South
GREAT OAKS BANK,364131,EASTMAN,GA,DODGE,South
GEORGIA FIRST BANK,260831,SOPERTON,GA,TREUTLEN,South
LEGACY STATE BANK,3340903,LOGANVILLE,GA,GWINNETT,South
"CITIZENS BANK OF SWAINSBORO, THE",268136,SWAINSBORO,GA,EMANUEL,South
"CITIZENS BANK AND TRUST, INC.",1163283,TRENTON,GA,DADE,South
OCONEE STATE BANK,573036,WATKINSVILLE,GA,OCONEE,South
WHEELER COUNTY STATE BANK,989534,ALAMO,GA,WHEELER,South
BANK OF ALAPAHA,986935,ALAPAHA,GA,BERRIEN,South
GEORGIA COMMUNITY BANK,2823221,ALBANY,GA,DOUGHERTY,South
"BANK OF EDISON, THE",610539,EDISON,GA,CALHOUN,South
TALBOT STATE BANK,577230,WOODLAND,GA,TALBOT,South
BANK OF HANCOCK COUNTY,37,SPARTA,GA,HANCOCK,South
SOUTH COAST BANK & TRUST,706030,BRUNSWICK,GA,GLYNN,South
"SECURITY STATE BANK, THE",598132,MCRAE-HELENA,GA,TELFAIR,South
MOULTRIE BANK & TRUST,5686324,MOULTRIE,GA,COLQUITT,South
FNB SOUTH,12030,ALMA,GA,BACON,South
DOUGLAS NATIONAL BANK,3049635,DOUGLAS,GA,COFFEE,South
BANK OF WRIGHTSVILLE,176437,WRIGHTSVILLE,GA,JOHNSON,South
FIRST STATE BANK,36933,WRENS,GA,JEFFERSON,South
PINNACLE BANK,366238,ELBERTON,GA,ELBERT,South
FARMERS AND MERCHANTS BANK,4231,SYLVANIA,GA,SCREVEN,South
SOUTHEAST FIRST NATIONAL BANK,563934,SUMMERVILLE,GA,CHATTOOGA,South
BANK OF LUMBER CITY,959630,LUMBER CITY,GA,TELFAIR,South
FIRST AMERICAN BANK AND TRUST COMPANY,921039,ATHENS,GA,CLARKE,South
PLANTERS FIRST BANK,300933,CORDELE,GA,CRISP,South
SOUTHERN BANK,307334,SARDIS,GA,BURKE,South
CITIZENS BANK OF THE SOUTH,367431,SANDERSVILLE,GA,WASHINGTON,South
BANK OF DUDLEY,546535,DUDLEY,GA,LAURENS,South
BANK OF NEWINGTON,948531,NEWINGTON,GA,SCREVEN,South
MOUNT VERNON BANK,807432,VIDALIA,GA,MONTGOMERY,South
BANK OF MADISON,752831,MADISON,GA,MORGAN,South
BANK OF HAWAII,795968,HONOLULU,HI,HONOLULU,West
FIRST HAWAIIAN BANK,980661,HONOLULU,HI,HONOLULU,West
CENTRAL PACIFIC BANK,701062,HONOLULU,HI,HONOLULU,West
"AMERICAN SAVINGS BANK, F.S.B.",54973,HONOLULU,HI,HONOLULU,West
HAWAII NATIONAL BANK,915065,HONOLULU,HI,HONOLULU,West
TERRITORIAL SAVINGS BANK,564977,HONOLULU,HI,HONOLULU,West
"FINANCE FACTORS, LIMITED",827560,HONOLULU,HI,HONOLULU,West
DEFIANCE STATE BANK,902645,DEFIANCE,IA,SHELBY,Midwest
"EXCHANGE STATE BANK, THE",362043,SPRINGVILLE,IA,LINN,Midwest
